angle_deg,uncorrected_left_shift_minutes,uncorrected_left_correlation,uncorrected_right_shift_minutes,uncorrected_right_correlation,corrected_left_shift_minutes,corrected_left_correlation,corrected_right_shift_minutes,corrected_right_correlation
1.100000000000000000e+02,-1.660000000000000000e+02,4.960118382480512289e-01,1.660000000000000000e+02,4.960118382480512289e-01,-1.660000000000000000e+02,4.960118382480512289e-01,1.660000000000000000e+02,4.960118382480512289e-01
1.150000000000000000e+02,-1.660000000000000000e+02,4.955772847218508081e-01,1.660000000000000000e+02,4.955772847218508081e-01,-1.660000000000000000e+02,4.955772847218508081e-01,1.660000000000000000e+02,4.955772847218508081e-01
1.200000000000000000e+02,-1.660000000000000000e+02,4.951028116721991612e-01,1.660000000000000000e+02,4.951028116721991612e-01,-1.660000000000000000e+02,4.951028116721991612e-01,1.660000000000000000e+02,4.951028116721991612e-01
1.250000000000000000e+02,-1.640000000000000000e+02,4.944349814525030862e-01,1.640000000000000000e+02,4.944349814525030862e-01,-1.640000000000000000e+02,4.944349814525030862e-01,1.640000000000000000e+02,4.944349814525030862e-01
1.300000000000000000e+02,-1.640000000000000000e+02,4.938528875350933212e-01,1.640000000000000000e+02,4.938528875350933212e-01,-1.640000000000000000e+02,4.938528875350933212e-01,1.640000000000000000e+02,4.938528875350933212e-01
1.350000000000000000e+02,-1.640000000000000000e+02,4.931510235387964181e-01,1.640000000000000000e+02,4.931510235387964181e-01,-1.640000000000000000e+02,4.931510235387964181e-01,1.640000000000000000e+02,4.931510235387964181e-01
1.400000000000000000e+02,-1.640000000000000000e+02,4.928415871466311216e-01,1.640000000000000000e+02,4.928415871466311216e-01,-1.640000000000000000e+02,4.928415871466311216e-01,1.640000000000000000e+02,4.928415871466311216e-01
1.450000000000000000e+02,-1.640000000000000000e+02,4.926294912249168934e-01,1.640000000000000000e+02,4.926294912249168934e-01,-1.640000000000000000e+02,4.926294912249168934e-01,1.640000000000000000e+02,4.926294912249168934e-01
1.500000000000000000e+02,-1.640000000000000000e+02,4.925350265796084592e-01,1.640000000000000000e+02,4.925350265796084592e-01,-1.640000000000000000e+02,4.925350265796084592e-01,1.640000000000000000e+02,4.925350265796084592e-01
1.550000000000000000e+02,-1.640000000000000000e+02,4.927553277222506689e-01,1.640000000000000000e+02,4.927553277222506689e-01,-1.640000000000000000e+02,4.927553277222506689e-01,1.640000000000000000e+02,4.927553277222506689e-01
1.600000000000000000e+02,-1.640000000000000000e+02,4.932482021344092860e-01,1.640000000000000000e+02,4.932482021344092860e-01,-1.640000000000000000e+02,4.932482021344092860e-01,1.640000000000000000e+02,4.932482021344092860e-01
1.650000000000000000e+02,-1.640000000000000000e+02,4.935776388415683003e-01,1.640000000000000000e+02,4.935776388415683003e-01,-1.640000000000000000e+02,4.935776388415683003e-01,1.640000000000000000e+02,4.935776388415683003e-01
1.700000000000000000e+02,-1.640000000000000000e+02,4.938510592815127942e-01,1.640000000000000000e+02,4.938510592815127942e-01,-1.640000000000000000e+02,4.938510592815127942e-01,1.640000000000000000e+02,4.938510592815127942e-01
1.750000000000000000e+02,-1.640000000000000000e+02,4.942730707084733166e-01,1.640000000000000000e+02,4.942730707084733166e-01,-1.640000000000000000e+02,4.942730707084733166e-01,1.640000000000000000e+02,4.942730707084733166e-01
