angle_deg,uncorrected_slope_min_per_km,uncorrected_intercept_minutes,uncorrected_speed_km_per_min,uncorrected_speed_m_per_s,uncorrected_r_squared,uncorrected_number_of_fit_points,corrected_slope_min_per_km,corrected_intercept_minutes,corrected_speed_km_per_min,corrected_speed_m_per_s,corrected_r_squared,corrected_number_of_fit_points
5.000000000000000000e+01,1.990514133940428712e-02,1.384936444697464943e-02,5.023827678231033644e+01,8.373046130385056358e+02,8.520811195739674826e-01,2.510000000000000000e+02,1.990514133940428712e-02,1.384936444697464943e-02,5.023827678231033644e+01,8.373046130385056358e+02,8.520811195739674826e-01,2.510000000000000000e+02
5.500000000000000000e+01,1.794270536900018434e-02,8.385505596660969285e-02,5.573295550668247245e+01,9.288825917780412738e+02,7.349776971418052751e-01,2.510000000000000000e+02,1.794270536900018434e-02,8.385505596660969285e-02,5.573295550668247245e+01,9.288825917780412738e+02,7.349776971418052751e-01,2.510000000000000000e+02
6.000000000000000000e+01,-3.005911591728325227e-01,2.029102637070764459e+01,-3.326777815927129733e+00,-5.544629693211882682e+01,1.343199546844819903e-01,2.510000000000000000e+02,-3.005911591728325227e-01,2.029102637070764459e+01,-3.326777815927129733e+00,-5.544629693211882682e+01,1.343199546844819903e-01,2.510000000000000000e+02
6.500000000000000000e+01,-2.507304116865869403e-01,1.067994687915005514e+01,-3.988347457627119397e+00,-6.647245762711865780e+01,8.531493076936880193e-02,2.510000000000000000e+02,-2.507304116865869403e-01,1.067994687915005514e+01,-3.988347457627119397e+00,-6.647245762711865780e+01,8.531493076936880193e-02,2.510000000000000000e+02
7.000000000000000000e+01,5.269436539556060506e-02,-7.040978941377346700e+00,1.897736109911000213e+01,3.162893516518333854e+02,4.368296956315464996e-03,2.510000000000000000e+02,5.269436539556060506e-02,-7.040978941377346700e+00,1.897736109911000213e+01,3.162893516518333854e+02,4.368296956315464996e-03,2.510000000000000000e+02
7.500000000000000000e+01,-1.409797002466325333e-01,-2.544868146461773062e+00,-7.093219791576951927e+00,-1.182203298596158731e+02,2.813859617517933120e-02,2.510000000000000000e+02,-1.409797002466325333e-01,-2.544868146461773062e+00,-7.093219791576951927e+00,-1.182203298596158731e+02,2.813859617517933120e-02,2.510000000000000000e+02
8.000000000000000000e+01,-1.078019351166761286e-01,-7.265793966989188668e+00,-9.276271329616491812e+00,-1.546045221602748541e+02,1.574206165366076604e-02,2.510000000000000000e+02,-1.078019351166761286e-01,-7.265793966989188668e+00,-9.276271329616491812e+00,-1.546045221602748541e+02,1.574206165366076604e-02,2.510000000000000000e+02
8.500000000000000000e+01,1.297651299563649940e-01,-1.557522291785239510e+01,7.706230482227863554e+00,1.284371747037977229e+02,2.633479435103935895e-02,2.510000000000000000e+02,1.297651299563649940e-01,-1.557522291785239510e+01,7.706230482227863554e+00,1.284371747037977229e+02,2.633479435103935895e-02,2.510000000000000000e+02
9.000000000000000000e+01,2.338182508062986165e-01,-1.341851641054827482e+01,4.276826109816496135e+00,7.128043516360826004e+01,7.105201107689496087e-02,2.510000000000000000e+02,2.338182508062986165e-01,-1.341851641054827482e+01,4.276826109816496135e+00,7.128043516360826004e+01,7.105201107689496087e-02,2.510000000000000000e+02
9.500000000000000000e+01,-3.111834566495921828e-01,-1.003433883513565306e+01,-3.213538440528504569e+00,-5.355897400880840564e+01,8.498979190735744815e-02,2.510000000000000000e+02,-3.111834566495921828e-01,-1.003433883513565306e+01,-3.213538440528504569e+00,-5.355897400880840564e+01,8.498979190735744815e-02,2.510000000000000000e+02
1.000000000000000000e+02,-1.351697970024663686e-01,-2.942250047429330451e+01,-7.398102402874464190e+00,-1.233017067145744079e+02,1.170947565304869542e-02,2.510000000000000000e+02,-1.351697970024663686e-01,-2.942250047429330451e+01,-7.398102402874464190e+00,-1.233017067145744079e+02,1.170947565304869542e-02,2.510000000000000000e+02
1.050000000000000000e+02,-1.079688863593246534e-01,-3.159552267121988578e+01,-9.261927521156058773e+00,-1.543654586859342999e+02,1.005178056694966404e-02,2.510000000000000000e+02,-1.079688863593246534e-01,-3.159552267121988578e+01,-9.261927521156058773e+00,-1.543654586859342999e+02,1.005178056694966404e-02,2.510000000000000000e+02
1.100000000000000000e+02,1.120440144185164966e-01,-4.733617909315120187e+01,8.925064004443052923e+00,1.487510667407175617e+02,7.845629047188218408e-03,2.510000000000000000e+02,1.120440144185164966e-01,-4.733617909315120187e+01,8.925064004443052923e+00,1.487510667407175617e+02,7.845629047188218408e-03,2.510000000000000000e+02
1.150000000000000000e+02,-5.258964143426291676e-02,-3.699601593625498452e+01,-1.901515151515152624e+01,-3.169191919191920874e+02,2.508589194841981396e-03,2.510000000000000000e+02,-5.258964143426291676e-02,-3.699601593625498452e+01,-1.901515151515152624e+01,-3.169191919191920874e+02,2.508589194841981396e-03,2.510000000000000000e+02
1.200000000000000000e+02,-4.379282868525898736e-02,-2.634262948207171107e+01,-2.283478893740901228e+01,-3.805798156234835119e+02,2.233224746012396622e-03,2.510000000000000000e+02,-4.379282868525898736e-02,-2.634262948207171107e+01,-2.283478893740901228e+01,-3.805798156234835119e+02,2.233224746012396622e-03,2.510000000000000000e+02
1.250000000000000000e+02,5.797761335609767858e-04,-2.318800986530069608e+01,1.724803664921517566e+03,2.874672774869195928e+04,4.886517589453021060e-07,2.510000000000000000e+02,5.797761335609767858e-04,-2.318800986530069608e+01,1.724803664921517566e+03,2.874672774869195928e+04,4.886517589453021060e-07,2.510000000000000000e+02
1.300000000000000000e+02,-1.656900018971732280e-01,-8.556251185733500242e-02,-6.035367182991508095e+00,-1.005894530498584771e+02,4.606298483178095093e-02,2.510000000000000000e+02,-1.656900018971732280e-01,-8.556251185733500242e-02,-6.035367182991508095e+00,-1.005894530498584771e+02,4.606298483178095093e-02,2.510000000000000000e+02
1.350000000000000000e+02,-1.457636122177954560e-02,1.160690571049136643e+00,-6.860422740524782625e+01,-1.143403790087463904e+03,3.579357292260887391e-01,2.510000000000000000e+02,-1.457636122177954560e-02,1.160690571049136643e+00,-6.860422740524782625e+01,-1.143403790087463904e+03,3.579357292260887391e-01,2.510000000000000000e+02
1.400000000000000000e+02,-1.776968317207361370e-02,1.153481312843862572e+00,-5.627562350529551338e+01,-9.379270584215919371e+02,5.087676353783914251e-01,2.510000000000000000e+02,-1.776968317207361370e-02,1.153481312843862572e+00,-5.627562350529551338e+01,-9.379270584215919371e+02,5.087676353783914251e-01,2.510000000000000000e+02
1.450000000000000000e+02,-1.926617340163156930e-02,9.580724720166948760e-01,-5.190444304395777664e+01,-8.650740507326296438e+02,8.260545550548780147e-01,2.510000000000000000e+02,-1.926617340163156930e-02,9.580724720166948760e-01,-5.190444304395777664e+01,-8.650740507326296438e+02,8.260545550548780147e-01,2.510000000000000000e+02
1.500000000000000000e+02,-1.841623980269398511e-02,8.677670271295768734e-01,-5.429990110433492845e+01,-9.049983517389155168e+02,8.043066148795182668e-01,2.510000000000000000e+02,-1.841623980269398511e-02,8.677670271295768734e-01,-5.429990110433492845e+01,-9.049983517389155168e+02,8.043066148795182668e-01,2.510000000000000000e+02
1.550000000000000000e+02,-1.564029595902105552e-02,5.924871940808189574e-01,-6.393740902474528554e+01,-1.065623483745754811e+03,6.370383867832847269e-01,2.510000000000000000e+02,-1.564029595902105552e-02,5.924871940808189574e-01,-6.393740902474528554e+01,-1.065623483745754811e+03,6.370383867832847269e-01,2.510000000000000000e+02
1.600000000000000000e+02,-1.408157844811231199e-02,3.179662303168278026e-01,-7.101476611338651423e+01,-1.183579435223108703e+03,6.374479063688300862e-01,2.510000000000000000e+02,-1.408157844811231199e-02,3.179662303168278026e-01,-7.101476611338651423e+01,-1.183579435223108703e+03,6.374479063688300862e-01,2.510000000000000000e+02
1.650000000000000000e+02,-1.555985581483589411e-02,8.044014418516398646e-02,-6.426794771751853830e+01,-1.071132461958642352e+03,6.337759607325264000e-01,2.510000000000000000e+02,-1.555985581483589411e-02,8.044014418516398646e-02,-6.426794771751853830e+01,-1.071132461958642352e+03,6.337759607325264000e-01,2.510000000000000000e+02
1.700000000000000000e+02,-1.832062227281350611e-02,1.147789793208119358e-01,-5.458329881534255890e+01,-9.097216469223760669e+02,7.176795368126563934e-01,2.510000000000000000e+02,-1.832062227281350611e-02,1.147789793208119358e-01,-5.458329881534255890e+01,-9.097216469223760669e+02,7.176795368126563934e-01,2.510000000000000000e+02
1.750000000000000000e+02,-1.837526086131663697e-02,-1.174350218174922550e-01,-5.442099611794829883e+01,-9.070166019658049663e+02,7.454051433046520181e-01,2.510000000000000000e+02,-1.837526086131663697e-02,-1.174350218174922550e-01,-5.442099611794829883e+01,-9.070166019658049663e+02,7.454051433046520181e-01,2.510000000000000000e+02
