angle_deg,uncorrected_left_shift_minutes,uncorrected_left_correlation,uncorrected_right_shift_minutes,uncorrected_right_correlation,corrected_left_shift_minutes,corrected_left_correlation,corrected_right_shift_minutes,corrected_right_correlation
5.000000000000000000e+01,-1.240000000000000000e+02,9.690189105952115023e-01,1.240000000000000000e+02,9.690189105952115023e-01,-1.240000000000000000e+02,9.690189105952115023e-01,1.240000000000000000e+02,9.690189105952115023e-01
5.500000000000000000e+01,-1.240000000000000000e+02,9.687868987903203166e-01,1.240000000000000000e+02,9.687868987903203166e-01,-1.240000000000000000e+02,9.687868987903203166e-01,1.240000000000000000e+02,9.687868987903203166e-01
6.000000000000000000e+01,-1.240000000000000000e+02,9.687314742567543213e-01,1.240000000000000000e+02,9.687314742567543213e-01,-1.240000000000000000e+02,9.687314742567543213e-01,1.240000000000000000e+02,9.687314742567543213e-01
6.500000000000000000e+01,-1.240000000000000000e+02,9.686659785538960232e-01,1.240000000000000000e+02,9.686659785538960232e-01,-1.240000000000000000e+02,9.686659785538960232e-01,1.240000000000000000e+02,9.686659785538960232e-01
7.000000000000000000e+01,-1.240000000000000000e+02,9.686200995444625983e-01,1.240000000000000000e+02,9.686200995444625983e-01,-1.240000000000000000e+02,9.686200995444625983e-01,1.240000000000000000e+02,9.686200995444625983e-01
7.500000000000000000e+01,-1.240000000000000000e+02,9.685098178989863804e-01,1.240000000000000000e+02,9.685098178989863804e-01,-1.240000000000000000e+02,9.685098178989863804e-01,1.240000000000000000e+02,9.685098178989863804e-01
8.000000000000000000e+01,-1.240000000000000000e+02,9.683505070553105609e-01,1.240000000000000000e+02,9.683505070553105609e-01,-1.240000000000000000e+02,9.683505070553105609e-01,1.240000000000000000e+02,9.683505070553105609e-01
8.500000000000000000e+01,-1.240000000000000000e+02,9.683058746809530826e-01,1.240000000000000000e+02,9.683058746809530826e-01,-1.240000000000000000e+02,9.683058746809530826e-01,1.240000000000000000e+02,9.683058746809530826e-01
9.000000000000000000e+01,-1.240000000000000000e+02,9.682382720485886995e-01,1.240000000000000000e+02,9.682382720485886995e-01,-1.240000000000000000e+02,9.682382720485886995e-01,1.240000000000000000e+02,9.682382720485886995e-01
9.500000000000000000e+01,-1.240000000000000000e+02,9.681762066173592585e-01,1.240000000000000000e+02,9.681762066173592585e-01,-1.240000000000000000e+02,9.681762066173592585e-01,1.240000000000000000e+02,9.681762066173592585e-01
1.000000000000000000e+02,-1.240000000000000000e+02,9.681294098632390321e-01,1.240000000000000000e+02,9.681294098632390321e-01,-1.240000000000000000e+02,9.681294098632390321e-01,1.240000000000000000e+02,9.681294098632390321e-01
1.050000000000000000e+02,-1.240000000000000000e+02,9.681308420908024681e-01,1.240000000000000000e+02,9.681308420908024681e-01,-1.240000000000000000e+02,9.681308420908024681e-01,1.240000000000000000e+02,9.681308420908024681e-01
1.100000000000000000e+02,-1.240000000000000000e+02,9.682330641021158479e-01,1.240000000000000000e+02,9.682330641021158479e-01,-1.240000000000000000e+02,9.682330641021158479e-01,1.240000000000000000e+02,9.682330641021158479e-01
1.150000000000000000e+02,-1.240000000000000000e+02,9.684324864629798579e-01,1.240000000000000000e+02,9.684324864629798579e-01,-1.240000000000000000e+02,9.684324864629798579e-01,1.240000000000000000e+02,9.684324864629798579e-01
1.200000000000000000e+02,-1.240000000000000000e+02,9.686640947727062079e-01,1.240000000000000000e+02,9.686640947727062079e-01,-1.240000000000000000e+02,9.686640947727062079e-01,1.240000000000000000e+02,9.686640947727062079e-01
1.250000000000000000e+02,-1.240000000000000000e+02,9.687732649987456091e-01,1.240000000000000000e+02,9.687732649987456091e-01,-1.240000000000000000e+02,9.687732649987456091e-01,1.240000000000000000e+02,9.687732649987456091e-01
1.300000000000000000e+02,-1.240000000000000000e+02,9.690135587280760410e-01,1.240000000000000000e+02,9.690135587280760410e-01,-1.240000000000000000e+02,9.690135587280760410e-01,1.240000000000000000e+02,9.690135587280760410e-01
1.350000000000000000e+02,-1.240000000000000000e+02,9.693503524720564757e-01,1.240000000000000000e+02,9.693503524720564757e-01,-1.240000000000000000e+02,9.693503524720564757e-01,1.240000000000000000e+02,9.693503524720564757e-01
1.400000000000000000e+02,-1.240000000000000000e+02,9.695053889317166718e-01,1.240000000000000000e+02,9.695053889317166718e-01,-1.240000000000000000e+02,9.695053889317166718e-01,1.240000000000000000e+02,9.695053889317166718e-01
1.450000000000000000e+02,-1.240000000000000000e+02,9.692500291543724167e-01,1.240000000000000000e+02,9.692500291543724167e-01,-1.240000000000000000e+02,9.692500291543724167e-01,1.240000000000000000e+02,9.692500291543724167e-01
1.500000000000000000e+02,-1.240000000000000000e+02,9.691001250161832559e-01,1.240000000000000000e+02,9.691001250161832559e-01,-1.240000000000000000e+02,9.691001250161832559e-01,1.240000000000000000e+02,9.691001250161832559e-01
1.550000000000000000e+02,-1.240000000000000000e+02,9.689416104327382984e-01,1.240000000000000000e+02,9.689416104327382984e-01,-1.240000000000000000e+02,9.689416104327382984e-01,1.240000000000000000e+02,9.689416104327382984e-01
1.600000000000000000e+02,-1.240000000000000000e+02,9.687159965722289545e-01,1.240000000000000000e+02,9.687159965722289545e-01,-1.240000000000000000e+02,9.687159965722289545e-01,1.240000000000000000e+02,9.687159965722289545e-01
1.650000000000000000e+02,-1.240000000000000000e+02,9.684873837589318413e-01,1.240000000000000000e+02,9.684873837589318413e-01,-1.240000000000000000e+02,9.684873837589318413e-01,1.240000000000000000e+02,9.684873837589318413e-01
1.700000000000000000e+02,-1.240000000000000000e+02,9.682916215616038658e-01,1.240000000000000000e+02,9.682916215616038658e-01,-1.240000000000000000e+02,9.682916215616038658e-01,1.240000000000000000e+02,9.682916215616038658e-01
1.750000000000000000e+02,-1.240000000000000000e+02,9.682112265102702509e-01,1.240000000000000000e+02,9.682112265102702509e-01,-1.240000000000000000e+02,9.682112265102702509e-01,1.240000000000000000e+02,9.682112265102702509e-01
