angle_deg,uncorrected_left_shift_minutes,uncorrected_left_correlation,uncorrected_right_shift_minutes,uncorrected_right_correlation,corrected_left_shift_minutes,corrected_left_correlation,corrected_right_shift_minutes,corrected_right_correlation
1.100000000000000000e+02,-1.320000000000000000e+02,9.617212033795827786e-01,1.320000000000000000e+02,9.617212033795827786e-01,-1.320000000000000000e+02,9.617212033795827786e-01,1.320000000000000000e+02,9.617212033795827786e-01
1.150000000000000000e+02,-1.320000000000000000e+02,9.617103322623078432e-01,1.320000000000000000e+02,9.617103322623078432e-01,-1.320000000000000000e+02,9.617103322623078432e-01,1.320000000000000000e+02,9.617103322623078432e-01
1.200000000000000000e+02,-1.320000000000000000e+02,9.616944317305285983e-01,1.320000000000000000e+02,9.616944317305285983e-01,-1.320000000000000000e+02,9.616944317305285983e-01,1.320000000000000000e+02,9.616944317305285983e-01
1.250000000000000000e+02,-1.320000000000000000e+02,9.616823050159655217e-01,1.320000000000000000e+02,9.616823050159655217e-01,-1.320000000000000000e+02,9.616823050159655217e-01,1.320000000000000000e+02,9.616823050159655217e-01
1.300000000000000000e+02,-1.320000000000000000e+02,9.616834774485325532e-01,1.320000000000000000e+02,9.616834774485325532e-01,-1.320000000000000000e+02,9.616834774485325532e-01,1.320000000000000000e+02,9.616834774485325532e-01
1.350000000000000000e+02,-1.320000000000000000e+02,9.616691141351415562e-01,1.320000000000000000e+02,9.616691141351415562e-01,-1.320000000000000000e+02,9.616691141351415562e-01,1.320000000000000000e+02,9.616691141351415562e-01
1.400000000000000000e+02,-1.320000000000000000e+02,9.616487171645347054e-01,1.320000000000000000e+02,9.616487171645347054e-01,-1.320000000000000000e+02,9.616487171645347054e-01,1.320000000000000000e+02,9.616487171645347054e-01
1.450000000000000000e+02,-1.320000000000000000e+02,9.616415876684211161e-01,1.320000000000000000e+02,9.616415876684211161e-01,-1.320000000000000000e+02,9.616415876684211161e-01,1.320000000000000000e+02,9.616415876684211161e-01
1.500000000000000000e+02,-1.320000000000000000e+02,9.616342633030583453e-01,1.320000000000000000e+02,9.616342633030583453e-01,-1.320000000000000000e+02,9.616342633030583453e-01,1.320000000000000000e+02,9.616342633030583453e-01
1.550000000000000000e+02,-1.320000000000000000e+02,9.616396851045657668e-01,1.320000000000000000e+02,9.616396851045657668e-01,-1.320000000000000000e+02,9.616396851045657668e-01,1.320000000000000000e+02,9.616396851045657668e-01
1.600000000000000000e+02,-1.320000000000000000e+02,9.616493552638684106e-01,1.320000000000000000e+02,9.616493552638684106e-01,-1.320000000000000000e+02,9.616493552638684106e-01,1.320000000000000000e+02,9.616493552638684106e-01
1.650000000000000000e+02,-1.320000000000000000e+02,9.616555186726766236e-01,1.320000000000000000e+02,9.616555186726766236e-01,-1.320000000000000000e+02,9.616555186726766236e-01,1.320000000000000000e+02,9.616555186726766236e-01
1.700000000000000000e+02,-1.320000000000000000e+02,9.616562271416159158e-01,1.320000000000000000e+02,9.616562271416159158e-01,-1.320000000000000000e+02,9.616562271416159158e-01,1.320000000000000000e+02,9.616562271416159158e-01
1.750000000000000000e+02,-1.320000000000000000e+02,9.616606486998474645e-01,1.320000000000000000e+02,9.616606486998474645e-01,-1.320000000000000000e+02,9.616606486998474645e-01,1.320000000000000000e+02,9.616606486998474645e-01
